euid,siteid,treatmentid,sitecode,eucode,State,ACE_mg/g,%OM_LOI,CO2_24hr,M3_Al,M3_As,M3_B,M3_Ba,AA_Ca,M3_Ca,M3_Cd,Texture_Class,M3_Co,M3_Cr,DTPA_Cu,M3_Cu,Salts_mmho/cm,DTPA_Fe,M3_Fe,AA_K,M3_K,AA_Mg,M3_Mg,DTPA_Mn,M3_Mn,M3_Mo,AA_Na,M3_Na,M3_Ni,M3_P,Olsen_P,M3_Pb,pH,M3_S,b_soc,C%_dry_combustion,N%_dry_combustion,DTPA_Zn,M3_Zn,ECEC,C_Mineralization_Pot,OC_H2O_mg/kg,H3A_IN_ppm,H3A_IP_mg/kg,H3A_NH4_mg/kg,H3A_NO3_mg/kg,H3A_OP_mg/kg,H3A_TP_mg/kg,H3A_ICAPAl,H3A_ICAPCa,H3A_ICAPCu,H3A_ICAPFe,H3A_ICAPK,H3A_ICAPMg,H3A_ICAPMn,H3A_ICAPNa,H3A_ICAPS,H3A_ICAPZn,%OM_LOI2,Buffer_pH,WEN_mg/kg,WEON_mg/kg
1500,105,455,USPA03,USPA03013,Pennsylvania,4.80850996,2.696421405,29.30823539,680.696,0.103527,0.306525,30.8122,,1394.24,0.05,loam,0.402515,,,31.7522,0.0781,,109.42,,125.371,,122.9,,77.1964,,,3.13588,0.296474,73.1137,,3.50987,5.8,24.62133,1.60904,1.60904,0.12747,,1.74089,8.330466615,15.242399999999998,68,4.1,12.8,1.2,2.8,3.3,16,152,656,10.44,40,62,90,10.7,14,2.2,0.52,3,7.2,9.5,6.6
1501,105,455,USPA03,USPA03014,Pennsylvania,5.604113643,3.1891176469999998,33.66094364,694.208,0.129077,0.307364,33.3834,,1671.96,0.05,loam,0.390785,,,29.0627,0.1205,,110.231,,198.286,,106.656,,73.8674,,,4.25975,0.30525,86.9433,,3.46145,5.77,28.72163,2.22534,2.22534,0.1308,,2.00918,9.775547991,18.0612,62,8.8,17.1,1.8,7,4,21,140,707,8.55,37,117,73,10.1,15,2.7,0.64,3.7,7.2,13.2,5.5
1502,105,455,USPA03,USPA03015,Pennsylvania,5.707282852,2.779610521,40.91545732,685.585,0.287289,0.523027,38.5388,,1631.96,0.05,silt loam,0.563028,1.91113,,36.8159,0.1339,,104.596,,168.717,,162.82,,114.407,,,8.3555,0.377469,90.8197,,3.98649,5.91,29.54773,1.63292,1.63292,0.13744,,3.71357,9.985570517,27.8052,76,5,30.6,1.1,4,3.4,34,151,663,12.59,43,84,101,15.4,16,3.2,1.32,3,7.2,10.9,6.5
1503,105,455,USPA03,USPA03016,Pennsylvania,4.141986558,2.725145119,33.66094364,649.407,0.107809,0.384642,23.2168,,1341.47,0.05,silt loam,1.15449,1.28756,,11.391,0.1062,,76.515,,193.829,,218.483,,93.4793,,,4.34666,0.351926,27.8021,,3.55591,6,24.05403,1.25998,1.25998,0.12579,,2.0355,9.043938624,13.8156,85,8.4,9.5,1.8,6.7,2.4,12,175,545,3.54,54,95,131,14.6,15,3.8,0.86,2.8,7.2,14.8,8
1508,105,457,USPA03,USPA03017,Pennsylvania,4.321532753,2.689670443,26.40642989,636.751,0.128817,0.308903,29.7984,,1500.85,0.05,loam,0.385352,,,31.3265,0.0841,,97.5292,,122.461,,142.885,,71.176,,,1.90972,0.243816,61.2224,,3.33039,6.11,24.84363,1.63741,1.63741,0.11639,,1.87025,9.017264804,10.822799999999999,64,3,15.4,0.9,2.1,3.4,19,150,673,11.28,39,66,96,10,17,2.8,0.65,2.6,7.2,6.6,4.5
1509,105,457,USPA03,USPA03018,Pennsylvania,5.454199584,3.620762527,34.62821209,703.166,0.140455,0.290746,32.6672,,1657.08,0.05,loam,0.380132,,,25.9417,0.0823,,110.52,,148.629,,142.025,,67.4481,,,1.90413,0.322009,100.05,,3.17437,5.77,28.11713,2.11626,2.11626,0.13169,,3.09092,9.858322191,18.548399999999997,71,4.4,20.6,1,3.4,3.6,24,144,737,6.81,35,83,98,8.1,14,1.8,1.24,3.8,7.2,8.2,4.8
1510,105,457,USPA03,USPA03019,Pennsylvania,5.226419107,2.685220625,34.14457786,736.316,0.224052,0.277299,35.7546,,1340.88,0.05,silt loam,0.488029,,,28.2849,0.0863,,98.7478,,143.08,,110.098,,90.6524,,,2.13243,0.375593,82.1256,,3.68626,5.4,24.96353,1.35144,1.35144,0.12835,,2.88206,7.998030544,20.392799999999998,78,1.8,17.1,0.9,0.9,3.2,20,163,492,10.73,43,61,59,11.2,13,3.1,0.85,2.7,7.2,5.5,4.6
1511,105,457,USPA03,USPA03020,Pennsylvania,4.871904691,2.880297961,44.78453127,636.127,0.184527,0.486956,25.9666,,1644.5,0.05,silt loam,1.39396,,,15.6261,0.1204,,79.8038,,169.826,,272.455,,132.112,,,2.55671,0.455949,29.0996,,4.00589,6.38,27.90563,1.4321,1.4321,0.14381,,5.89539,10.93952616,29.3016,82,5.1,9.8,1.5,3.6,2.1,12,150,577,4.59,46,68,144,17.6,12,2.7,0.93,3,7.2,10,6.4
1492,105,453,USPA03,USPA03021,Pennsylvania,4.932946246,2.704600335,43.33362852,679.236,0.136007,0.533083,26.8911,,1305.32,0.05,loam,0.677033,2.07156,,28.2004,0.1118,,85.757,,176.309,,132.08,,101.611,,,5.37251,0.29535,40.245,,3.62918,6.11,25.56513,1.31504,1.31504,0.12728,,1.82146,8.102700541,20.009999999999998,87,5.4,9.1,1.3,4.1,2.8,12,148,581,9.32,38,92,94,16.5,14,4,0.69,3,7.2,11.7,7.6
1493,105,453,USPA03,USPA03022,Pennsylvania,4.935392259,2.559445342,37.04638336,651.069,0.139048,0.475746,25.1694,,1239.44,0.05,loam,0.898999,1.27445,,23.6554,0.1088,,88.6395,,184.353,,124.671,,110.012,,,5.83981,0.314512,54.0452,,3.97243,6.11,24.41353,1.26868,1.26868,0.11732,,1.76995,7.734216255,20.532,76,6.9,12.5,1.7,5.1,2.8,15,150,540,9.12,40,114,86,18.6,15,3.4,0.59,2.7,7.2,12,6.9
1494,105,453,USPA03,USPA03023,Pennsylvania,6.630532106,2.893257111,49.62087375,702.032,0.188797,0.497504,32.5763,,1403.26,0.100758,silt loam,0.576622,,,25.1047,0.1612,,99.3994,,221.407,,162.006,,126.777,,,9.57076,0.45501,62.915,,3.43152,5.99,29.45003,1.65492,1.65492,0.16374,,3.10009,8.97567328,30.2064,67,7.9,13.4,1.6,6.2,3,16,134,518,7.59,39,91,91,17.9,17,3.5,0.95,3.3,7.2,11.7,5.5
1495,105,453,USPA03,USPA03024,Pennsylvania,6.381041353,3.16139902,51.0717765,716.648,0.186317,0.52207,31.1982,,1476.81,0.05,silt loam,0.871475,,,22.7958,0.1799,,85.9047,,252.482,,184.779,,144.28,,,12.06106,0.42761,67.7444,,3.84327,5.97,30.36613,1.65771,1.65771,0.16448,,3.20461,9.623705206,28.466399999999997,75,11,16.7,1.5,9.4,3,20,150,594,6.55,36,116,112,19.8,19,4,0.96,3.3,7.2,16.9,7.5
1516,106,459,USSC02,USSC02001,South Carolina,4.804195453,1.2475725593667562,21.37663373,326.48,,0.23395,4.45344,,203.138,0.05,loamy sand,0.05,,,0.32113,0.0681,,74.5902,,68.1325,,32.9032,,10.9028,,,1.6654,0.05,90.8768,,2.49743,5.17,7.43735,1.067241111,1.067241111,0.091688293,,5.8763,1.471829682,49.416,90,8.3,22.8,4.4,3.9,4.1,27,99,527,0.15,47,56,89,8.9,11,11.1,3.46,1.5,7.2,12.3,4.7
1520,106,460,USSC02,USSC02002,South Carolina,4.368396754,1.1753030303030283,23.79480496,388.902,,0.33906,5.11601,,244.019,0.05,loamy sand,0.05,,,0.30543,0.0886,,97.6671,,128.207,,30.3231,,14.2212,,,2.30894,0.10097,110.797,,2.58374,5.35,7.61544,0.916370514,0.916370514,0.073695423,,4.97588,1.811566734,16.008,88,7.5,28.2,3.4,4.1,4.3,33,122,406,0.16,69,84,62,9.2,11,6.2,2.94,1.4,6.7,11,4.6
1521,106,460,USSC02,USSC02003,South Carolina,4.647943128,0.9816840966462324,17.50755975,431.653,,0.27922,5.6782,,226.951,0.05,loamy sand,0.05,,,0.36289,0.0805,,145.269,,125.234,,28.0835,,14.1654,,,1.83307,0.11318,148.054,,2.7677,5.42,8.39733,1.122749298,1.122749298,0.089963793,,5.4596,1.697870659,22.619999999999997,83,6,36.9,2.1,3.9,5.9,43,126,248,0.15,85,86,41,8.2,10,3.9,2.84,1.5,6.7,11,4.9
1517,106,459,USSC02,USSC02004,South Carolina,6.264994375,2.1193732308936566,26.69661045,592.169,0.62875,0.4491,13.8621,,946.552,0.11374,sand loam,0.05,,,0.62006,0.0968,,129.349,,137.529,,130.008,,25.8531,,,2.31309,0.12761,153.283,,4.20721,6.19,10.20403,1.875535322,1.875535322,0.122472842,,9.4183,6.17885602,18.791999999999998,102,6,34.3,1.7,4.3,5,39,136,635,0.12,61,86,129,7.1,9,4.5,3.48,2.6,6.7,11.7,5.4
1522,106,460,USSC02,USSC02005,South Carolina,4.680081031,1.1494338946614042,18.95846249,404.344,,0.31578,4.45637,,245.154,0.05,loamy sand,0.05,,,0.29524,0.0843,,108.835,,120.449,,32.9814,,10.0885,,,2.01033,0.10422,135.546,,2.02177,5.48,8.14657,1.04404892,1.04404892,0.080299031,,5.76233,1.818202466,16.286399999999997,83,6.3,38.7,1.6,4.7,5.8,45,112,219,0.15,66,96,41,6.6,10,2.8,3.38,1.5,6.6,12.1,5
1518,106,459,USSC02,USSC02006,South Carolina,5.655060909,1.5072262773722533,26.69661045,334.011,,0.4077,7.34019,,629.565,0.05,loamy sand,0.05,,,0.42845,0.1,,88.9103,,101.538,,98.6755,,15.8382,,,1.89681,0.05,98.3857,,2.15699,6.05,8.09063,1.379983664,1.379983664,0.112767429,,10.2615,4.238722571,18.1656,114,7.2,35,2,5.2,5.7,41,103,467,0.12,63,80,101,6.9,8,3.5,5.52,2.1,6.8,16.2,9
1519,106,459,USSC02,USSC02007,South Carolina,6.335284509,1.6205747126436771,28.14751319,407.673,,0.48822,6.97954,,615.078,0.05,loamy sand,0.05,,,0.37452,0.103,,113.701,,95.1846,,98.9486,,14.5729,,,2.37441,0.10555,107.301,,2.29743,5.68,9.26703,1.455724761,1.455724761,0.117424269,,7.57629,4.154350355,19.4532,117,7.6,34.2,2.3,5.3,5.1,39,136,462,0.12,85,68,105,6.1,9,4.1,3.9,2.3,6.6,15.3,7.8
1523,106,460,USSC02,USSC02008,South Carolina,4.652883907,1.1715867019267077,21.37663373,472.225,,0.5503,5.07286,,354.91,0.05,sand loam,0.05,,,0.37103,0.121,,117.571,,198.714,,60.0853,,7.34471,,,2.3882,0.11402,86.8294,,2.28982,5.27,9.84263,1.044141884,1.044141884,0.089607481,,4.52492,2.795172759,17.921999999999997,116,10.9,21.4,2.5,8.4,4,25,194,217,0.18,106,117,52,4,9,4.1,2.27,1.8,6.7,19.7,8.8
1541,108,463,USSD02,USSD02001,South Dakota,5.335964863,2.395772286,41.78599895,591.841,0.21684,0.6207,47.8163,,2475.49,0.13319,loam,0.51308,,,1.96983,0.0777,,107.717,,154.263,,401.587,,77.978,,,4.91902,2.55077,16.5072,,1.55988,6.18,9.70229,1.915449472,1.915449472,0.173526972,,0.7393,16.14094219,12.9108,157,3.7,2.6,1.4,2.4,2.6,5,168,582,0.18,73,33,150,7.6,9,2.8,0.21,3.5,7.2,13.8,11
1542,108,463,USSD02,USSD02002,South Dakota,5.013146297,2.012211496,35.98238802,526.818,0.14485,0.54194,44.1926,,2201.5,0.11013,loam,0.5344,,,1.81767,0.0658,,99.7244,,123.896,,346.511,,71.7607,,,4.80753,2.3396,11.6461,,1.27931,6.23,7.91159,1.481004632,1.481004632,0.133387933,,0.60884,14.23367661,11.3448,143,3.6,2.4,0.9,2.7,2.6,5,151,592,0.21,71,29,151,11.1,11,2.6,0.25,3.2,6.9,13.7,10.1
1543,108,463,USSD02,USSD02003,South Dakota,5.192922004,2.039094139,32.113314,561.625,0.11609,0.4756,44.6021,,1974.31,0.11435,sand loam,0.46303,,,1.59809,0.0775,,102.8,,127.073,,350.869,,63.8134,,,4.24714,2.34016,16.8989,,1.22256,5.95,9.13419,1.650696823,1.650696823,0.145949048,,0.76413,13.13975349,10.8924,163,4.6,2.9,2.1,2.5,3.3,6,171,494,0.23,85,31,136,9.8,11,3,0.28,2.8,7.2,14.9,11.5
1544,108,463,USSD02,USSD02004,South Dakota,5.642455971,2.443497904,45.17143868,513.522,,0.72963,44.8975,,2643.79,0.10064,loam,0.57379,,,2.03016,0.0811,,114.563,,159.068,,446.816,,83.8878,,,7.50797,2.62909,13.0627,,1.65647,6.31,8.65579,2.117222888,2.117222888,0.186,,1.25,17.38292717,11.8668,175,4.1,2.9,1.4,2.7,3,6,141,609,0.23,70,32,159,11.7,11,3,0.28,3.6,7.2,16.2,12
1524,108,461,USSD02,USSD02005,South Dakota,5.68996457,2.789981835,40.81873043,553.284,,0.70273,47.4362,,2897.44,0.12706,loam,0.51327,,,2.16725,0.0666,,124.589,,169.01,,440.521,,78.1895,,,7.55535,2.70196,15.2122,,1.61714,6.36,9.81479,2.170812321,2.170812321,0.185,,1.25,18.62441709,22.480799999999995,166,0.9,2.1,0.7,0.3,2.8,5,147,647,0.17,69,27,158,8.5,10,2.6,0.24,4,7.2,11.7,11.1
1525,108,461,USSD02,USSD02006,South Dakota,5.743527243,2.503393178,36.46602225,519.063,,0.6197,46.7102,,2629.14,0.11475,loam,0.5119,,,2.03986,0.0651,,131.002,,143.516,,407.654,,81.3722,,,7.63282,2.62275,13.1198,,1.51987,6.18,9.25259,2.014475419,2.014475419,0.166,,1.25,16.94399324,13.1196,147,2.7,2.3,1,1.7,2.7,5,146,623,0.18,79,27,151,11.4,11,2.9,0.31,3.8,7.2,11.9,10
1526,108,461,USSD02,USSD02007,South Dakota,4.253807904,1.699371232,25.82606877,521.462,,0.25,36.138,,1954.25,0.05,sand loam,0.47383,,,1.46921,0.0559,,90.6219,,102.997,,312.508,,58.4336,,,3.75,2.2371,12.4388,,1.07512,6.21,8.49439,1.383025571,1.383025571,0.128,,1.25,12.65588317,8.839199999999998,159,3.9,2.3,2,1.9,2.6,5,167,506,0.23,77,29,127,11.6,10,2.4,0.32,2.7,7.2,15.5,12.9
1527,108,461,USSD02,USSD02008,South Dakota,4.583656822,1.546005799,32.113314,534.349,,0.25,37.6854,,2163.68,0.05,sand loam,0.41348,,,1.49051,0.0636,,93.6467,,118.521,,340.096,,54.8513,,,3.75,2.17436,14.7307,,1.11442,6.19,8.98529,1.491932309,1.491932309,0.137,,1.25,13.97273833,13.7808,163,4.6,2.6,2.2,2.4,2.8,5,169,518,0.21,77,31,132,9.4,8,2.5,0.3,3,7.2,15.4,12.2
1557,108,464,USSD02,USSD02009,South Dakota,6.20386808,2.904826108,46.1387072,587.21,,0.77936,47.7478,,2753.72,0.14336,loam,0.53695,,,2.00277,0.0705,,109.814,,185.492,,442.856,,75.6925,,,5.57989,2.53614,18.2413,,1.59994,5.67,39.83417,2.316221349,2.316221349,0.206,,1.06016,17.95894971,18.4092,180,4.4,3.6,2.4,2,3.8,7,154,617,0.17,71,35,161,8.9,9,3,0.29,4.6,7.2,16.2,12.6
1558,108,464,USSD02,USSD02010,South Dakota,5.565459025,2.236960352,38.40055923,588.282,,0.5693,44.0751,,2244.48,0.11934,loam,0.4377,,,1.74547,0.0679,,102.064,,129.077,,355.021,,61.5106,,,4.66224,2.52017,16.685,,1.16015,5.58,34.52147,1.897913938,1.897913938,0.169,,0.78662,14.53214824,16.3908,178,4,2.9,2,2,3.4,6,164,557,0.21,73,31,143,9.1,11,2.8,0.28,3.8,6.8,14.6,11.8
1559,108,464,USSD02,USSD02011,South Dakota,4.966969943,2.0555899,33.56421675,583.786,,0.45934,43.56,,2015.75,0.12691,loam,0.47964,,,1.72811,0.05843,,114.969,,129.629,,314.905,,71.7653,,,4.4437,2.47351,20.3274,,1.22547,5.39,32.26727,1.980982264,1.980982264,0.182,,0.77139,13.05466489,12.806399999999998,171,3.4,2.8,2.1,1.3,3.3,6,171,497,0.23,88,30,124,9.7,11,2.6,0.28,4,6.6,15,13.1
1560,108,464,USSD02,USSD02012,South Dakota,4.837570073,1.86655789,31.62967977,552.423,0.11073,0.43517,41.2159,,2027.93,0.10993,sand loam,0.4421,,,1.44642,0.0674,,90.7467,,120.127,,302.581,,64.5211,,,4.25434,2.3044,15.0828,,1.00957,5.53,31.23727,1.71584417,1.71584417,0.156,,0.59124,12.98767636,11.9016,183,2.7,2.4,1.9,0.8,3.2,6,175,505,0.21,83,32,122,9.7,10,2.8,0.26,2.9,6.8,14,12.3
1532,108,462,USSD02,USSD02013,South Dakota,5.839054284,2.561017415,38.88419345,558.551,,0.69719,44.0062,,2660.08,0.13797,loam,0.5994,,,1.98874,0.064,,98.6655,,148.387,,426.343,,81.6054,,,4.58514,2.40864,12.5284,,1.50622,5.92,37.74957,2.142646984,2.142646984,0.19,,0.86465,17.25367441,15.277199999999999,168,3.7,2.3,0.9,2.8,2.7,5,145,639,0.18,63,25,167,10.5,12,2.8,0.25,3.7,7.2,15.5,11.5
1533,108,462,USSD02,USSD02014,South Dakota,4.995819799,2.108461538,32.59694823,551.178,0.10595,0.58967,41.5377,,2379.65,0.11696,loam,0.51165,,,1.85933,0.0623,,97.3455,,139.383,,370.897,,72.9118,,,4.00653,2.18881,13.5556,,1.21937,5.99,35.07537,1.858992329,1.858992329,0.172,,0.63951,15.36387136,13.015199999999998,176,3.6,2.9,1.5,2.1,3.1,6,157,591,0.23,70,32,146,9.8,11,3,0.24,3.4,7.2,15.2,11.5
1534,108,462,USSD02,USSD02015,South Dakota,4.872009135,2.383843352,30.17877702,529.343,0.12966,0.70254,41.0501,,2604.1,0.13449,loam,0.6673,,,1.88372,0.0876,,83.3142,,153.111,,406.671,,84.7563,,,5.20292,2.26357,10.9835,,2.65973,6.5,7.39849,1.728066499,1.728066499,0.154063193,,0.77749,16.82463902,10.9968,165,3.1,2.4,1.1,2,2.4,5,143,684,0.17,54,31,164,11.2,12,2.5,0.24,3.5,7.2,14.4,11.6
1535,108,462,USSD02,USSD02016,South Dakota,5.184192069,2.491518987,34.04785098,547.84,0.10389,1.77744,41.5845,,2503.04,0.12689,loam,0.53445,,,2.01175,0.0991,,95.8829,,153.737,,416.205,,69.1945,,,6.07469,2.41637,11.7401,,1.58089,6.25,8.44829,1.744834489,1.744834489,0.157043117,,0.8684,16.40418469,12.7716,169,4.6,2.7,1.6,3,2.9,6,161,613,0.22,71,33,159,10.3,11,3,0.28,3.4,7.2,17,11.7
1572,109,465,USSD03,USSD03001,South Dakota,4.336621302,3.387661816,54.45721623,514.58,0.13923,0.65894,108.923,,2466.6,0.05,clay loam,0.61076,,,1.4264,0.0991,,61.5839,,526.724,,539.486,,56.8996,,,10.57184,1.54294,14.877,,1.45676,6.34,7.70779,2.160268026,2.160268026,0.191,,1.2041,18.225256,72.55799999999999,273,1.9,5.5,1.8,0.2,4,10,219,550,0.27,77,155,174,5.8,16,4.6,0.41,4.1,7.2,19.2,18.6
1576,109,467,USSD03,USSD03002,South Dakota,3.716272087,3.474637097,47.68633677,503.243,,0.62884,117.034,,2515.66,0.10249,clay loam,0.54722,,,1.27092,0.0818,,57.6137,,495.354,,411.244,,51.0306,,,2.63595,1.33804,12.3025,,1.37194,6.43,7.56383,2.350497608,2.350497608,0.205499796,,0.97385,17.28693282,42.629999999999995,302,2.4,3.5,2.2,0.2,3.2,7,209,596,0.3,68,154,140,4.6,10,4.5,0.36,3.8,7.2,20.2,19.3
1574,109,466,USSD03,USSD03003,South Dakota,3.662485756,3.944653887,54.45721623,423.905,0.14329,0.99141,115.637,,4368.79,0.05,clay,0.48272,,,1.58726,0.176,,46.9716,,469.095,,534.981,,26.3199,,,19.87374,0.98805,8.69388,,1.42313,7.01,5.87833,2.268821161,2.268821161,0.211,,0.72721,27.59134036,78.4044,266,2.5,6.8,2.3,0.1,3.1,10,172,733,0.36,40,120,126,2.1,23,4.8,0.23,5,7.2,18,17.1
1573,109,465,USSD03,USSD03004,South Dakota,3.183419928,3.555915493,61.22809568,362.808,,1.25362,80.4998,4988.31,4658.27,0.0841727,clay,0.784117,,1.28,2.05445,0.357,16.82,51.6815,493.8846,568.262,805.224,658.051,16.72,54.0927,,57.8294,52.8177,1.38022,16.0256,12.8021,2.23305,7.44,60.6957,2.230397419,2.230397419,0.2,0.34,0.967524,30.46183259,83.58959999999999,251,1.7,16.7,1.5,0.2,3.7,20,133,897,0.17,28,121,187,4,35,4.6,0.17,5,7.2,17.2,16
1577,109,467,USSD03,USSD03005,South Dakota,2.737709171,3.92125136,61.22809568,75.9179,,1.95379,44.7612,6632.68,5834.39,0.0819102,silty clay,0.949224,,1.18,1.93885,0.179,7.28,28.0504,460.7436,550.945,741.46,635.635,12.48,67.429,,19.1062,14.3787,1.04056,7.94995,10.5381,1.95446,7.78,78.6587,2.055452541,2.117922419,0.199,0.3,0.624916,35.94410392,50.7384,283,1.8,5.8,1.6,0.2,3.3,9,116,1344,0.2,16,117,197,2.7,15,4.8,0.14,4.9,7.2,16.1,15
1575,109,466,USSD03,USSD03006,South Dakota,2.65881887,3.817109208,66.06443816,128.076,0.14252,1.30411,72.5296,6863.31,5498.51,0.05,clay,0.71932,,1.4,1.78082,0.318,12.24,34.8819,577.733,575.665,885.429,718.756,15.52,45.4294,,28.0837,23.52145,1.19146,7.08117,8.1721,1.65724,7.64,6.16969,2.031021538,2.096781139,0.187790284,0.32,0.49885,35.06051463,73.49759999999999,300,1.9,5.3,1.6,0.2,3.2,8,161,1018,0.18,24,127,206,2,23,5.1,0.1,4.7,7.2,19.6,18
1578,113,468,USTX02,USTX02001,Texas,1.140269984,0.2028621908127007,7.447967407,367.421,0.24803,1.50341,13.7518,521.785,561.717,0.05,loamy sand,0.86039,,0.28,0.62334,0.224,3.28,28.6173,221.886,318.614,370.496,471.84,5.2,44.3363,,38.1876,47.72394,0.76615,39.9644,19.0808,1.31865,7.35,16.52294,0.43757,0.43757,0.03465,0.3,0.74964,7.76503941,1.7399999999999998,74,15.1,29.3,1,14,3.6,33,214,237,0.19,56,157,242,16.7,53,16.5,0.36,0.4,7.2,18.8,3.9
1584,113,470,USTX02,USTX02002,Texas,1.891259495,0.5044632768361775,16.6370181,350.214,0.22928,1.74899,12.3497,653.427,743.571,0.05,sand loam,0.95553,,0.28,0.65676,0.193,3.48,25.5394,364.593,515.64,401.789,515.93,6.42,51.8185,,25.4046,30.24414,0.73789,46.7173,21.1108,1.56632,7.29,16.33874,0.52876,0.52876,0.04902,0.62,1.49314,9.470921825,3.4452,111,6.1,34.1,1.3,4.9,4.9,39,214,286,0.15,60,264,263,14.8,37,14.1,0.56,0.9,7.2,14.1,8.6
1581,113,469,USTX02,USTX02003,Texas,1.676694732,0.4391604322526925,13.73521262,365.961,0.19699,1.62656,13.6626,678.611,714.547,0.05,sand loam,1.01236,,0.32,0.68552,0.172,3.88,24.6595,350.329,470.997,480.031,533.95,5.7,52.2721,,28.6709,31.47784,0.8944,56.0584,25.3884,1.59713,7.26,16.41944,0.58274,0.58274,0.05143,0.4,0.91901,9.366863178,2.9927999999999995,117,4.9,43.1,1.1,3.8,3.2,46,189,256,0.14,48,221,257,13.2,39,15.4,0.37,0.6,7.2,13,8.5
1585,113,470,USTX02,USTX02004,Texas,1.607062347,0.4137425029987917,14.21884687,311.849,0.20724,1.41616,11.8667,593.853,684.613,0.05,loamy sand,0.94289,,0.3,0.67683,0.188,3.4,23.4941,346.498,464.883,394.069,483.92,5.86,50.1104,,26.3136,30.16054,0.83919,41.4628,20.4836,1.57426,7.26,15.10234,0.57745,0.57745,0.05195,0.42,0.92771,8.778872197,3.4799999999999995,117,5.6,30.5,1.5,4.1,3.5,34,206,253,0.15,62,235,237,15.2,38,14,0.47,0.6,7.2,15.7,10.9
1582,113,469,USTX02,USTX02005,Texas,1.466260808,0.32741827326069106,12.76794413,317.186,0.27717,1.4045,12.7773,647.027,675.802,0.05,sand loam,1.0196,,0.3,0.72457,0.17,3.26,23.0575,378.446,478.676,465.682,513.73,5.42,55.6667,,28.3653,30.12484,0.92388,42.9811,22.3534,1.65016,7.27,14.16314,0.47217,0.47217,0.03793,0.36,0.86985,9.018445311,2.5056,109,6.6,32.7,1.5,5,3.9,37,194,247,0.17,55,243,247,15.6,38,14,0.38,0.6,7.2,14.8,9.2
1579,113,468,USTX02,USTX02006,Texas,1.317717646,0.2614436156208867,8.318509052,367.579,0.36459,1.7235,15.6813,578.47,661.299,0.05,sand loam,1.07324,,0.34,0.82198,0.267,3.7,29.3261,278.936,377.775,437.803,539.548,5.8,56.278,,53.4668,66.40384,0.98313,42.4646,21.7322,1.69425,7.34,19.76894,0.4568,0.4568,0.03213,0.32,0.73825,9.060094573,2.088,68,18.5,35.8,0.5,17.9,2.2,38,185,259,0.14,36,171,264,17.5,70,20.6,0.27,0.5,7.2,23.2,4.5
1583,113,469,USTX02,USTX02007,Texas,1.52897478,0.39247372675829284,12.18758303,282.118,0.22121,1.19059,11.2325,,587.828,0.05,sand loam,0.90758,,,0.61934,0.165,,23.1856,,283.076,,504.152,,52.7897,,,37.17526,0.74901,37.5232,,1.49242,7.11,13.38916,0.508,0.508,0.062,,2.02846,8.027874207,3.3059999999999996,105,5.5,32.4,1.1,4.4,3.5,36,197,231,0.15,54,174,270,15.4,51,15.2,0.85,0.6,7.2,14.5,9.3
1580,113,468,USTX02,USTX02008,Texas,1.133881109,0.27854700854701897,8.318509052,366.445,0.30655,1.52489,15.7887,568.625,627.091,0.05,sand loam,1.04262,,0.32,0.77203,0.28,3.64,28.7677,266.288,348.534,452.738,538.332,6.26,55.2863,,46.4572,54.59314,0.93374,36.5511,21.0948,1.55492,7.2,20.94364,0.43885,0.43885,0.03346,0.32,0.74429,8.752593464,2.1228,69,22.7,29.7,1.2,21.4,2.5,32,190,258,0.16,37,163,277,18.1,61,21.1,0.27,0.5,7.2,27.3,4.8
1586,113,470,USTX02,USTX02009,Texas,2.094531365,0.5703266639444805,16.54029125,295.847,0.23618,1.34085,11.7193,,688.593,0.05,sand loam,0.87426,,,0.66001,0.172,,25.8157,,378.936,,486.295,,52.7653,,,25.02466,0.70839,53.4601,,1.55939,7.08,14.64736,0.595,0.595,0.068,,1.19015,8.575857055,3.828,117,5.7,43.5,1.5,4.2,5.6,49,200,278,0.13,56,237,266,16.6,36,14.9,0.53,0.8,7.2,16.3,11.2
1591,114,472,USTX03,USTX03001,Texas,1.732005732,1.7290958019375853,32.59694826,95.8488,1.04934,2.18132,55.4722,6686.76,5892.91,0.05,sandy clay loam,1.13522,,1.64,2.22383,0.416,7.02,20.1269,530.066,659.753,337.388,377.46,4.18,91.6258,,91.7399,103.59074,0.94596,27.0755,14.7408,3.53649,7.48,12.00904,0.61814702,0.76829,0.0522,0.76,1.23075,34.75211891,18.0264,112,29.3,5.4,1.6,27.7,2.1,7,55.2,2802,0.04,5,125,161,0.6,81,9,0.04,1.5,7.2,39.6,11.3
1587,114,471,USTX03,USTX03002,Texas,1.535077788,1.660827236916152,27.27697154,107.631,1.17107,2.01134,53.4823,6802.59,6153.26,0.05,sandy clay,1.05248,,1.68,1.97088,0.413,7.3,20.595,422.573,510.43,341.238,381.947,3.6,84.1586,,93.8754,103.61574,0.89606,24.6465,13.1,3.31849,7.48,10.80254,0.657523132,0.9261,0.0626,0.68,1.0002,35.70848979,16.2168,109,18.1,5.8,1.3,16.8,2.1,8,55.4,2846,0.02,4,89,159,0.4,71,9,0.02,1.5,7.2,25.8,9.2
